遥山丽如绮 长流萦似带
长为蕣华光晓日 谁知团扇送秋风
黄金买赋心徒切 清路飞尘信莫通
欹枕夜悲金屋雨 卷帘朝泣玉楼云
宫前叶落鸳鸯瓦 架上尘生翡翠裙
秦娥未十五 昨夜事公卿
岂有机杼力 空传歌舞名
胡中射雕者 此日犹不能
翩翩羽林儿 锦臂飞苍鹰
日轮当午凝不去 万国如在洪炉中
五岳翠干云彩灭 阳侯海底愁波竭
下土熬熬若煎煮 苍生惶惶无处处
火云峥嵘焚泬寥 东皋老农肠欲焦
鞍马四边开 突如流星过
金丸落飞鸟 夜入琼楼卧
红缨不重白马骄 垂柳金丝香拂水
吴娥未笑花不开 绿鬓耸堕兰云起
荐枕青娥艳 鸣鞭白马骄
曲房珠翠合 深巷管弦调
带金师子小 裘锦骐驎狞
选匠装金镫 推钱买钿筝
醉下酒家楼 美人双翠幰
挥剑邯郸市 走马梁王苑
家住丛台下 门前漳水流
唤人呈楚舞 借客试吴钩
五陵春暖芳草齐 笙歌到处花成泥
日沉月上且斗鸡 醉来莫问天高低
杀人不回头 轻生如暂别
岂知眼有泪 肯白头上发
有时误入千人丛 自觉一身横突兀
当今四海无烟尘 胸襟被压不得伸
所虑往损频 官仓乃害尔
鱼网不在天 鸟网不在水
一粒未充肠 却入公子腹
且吊城上骨 几曾害尔族
玉枕夜残鱼信绝 金钿秋尽雁书遥
脸边楚雨临风落 头上春云向日销
玉箸千行落 银床一半空
绮席春眠觉 纱窗晓望迷
迢迢五原关 朔雪乱边花
一去隔绝域 思归但长嗟
泛泛下天云 青青缘塞树
燕山苏武上 海岛田横住
谓言骨肉亲 中门如异域
出处全在人 路亦无通塞
双轮晚上铜梁雪 一叶春浮瘴海波
自古要津皆若此 方今失路欲如何
前驱引旗节 千重阵云匝
单于下阴山 砂砾空飒飒
含辞未及吐 泪落兰丛中
高堂静秋日 罗衣飘暮风
独上高楼望 行人远不知
轻寒入洞户 明月满秋池
不闻车轮声 后会将何时
去日忘寄书 来日乖前期
犹疑望可见 日日上高楼
惟见分手处 白蘋满芳洲
只恐长江水 尽是儿女泪
伊余非此辈 送人空把臂
念君少年弃亲戚 千里万里独为客
谁言远别心不易 天星坠地能为石
春来消息断 早晚是归时
玳织鸳鸯履 金装翡翠簪
仗剑对尊酒 耻为游子颜
蝮蛇一螫手 壮士疾解腕
可怜踏青伴 乘暖着轻衣
今日好南风 商旅相催发
桂水舳舻回 荆州津济闹
移帷望星汉 引带思容貌
柳垂金屋暖 花覆玉楼香
拂匣先临镜 调笙更炙簧
未报长安平定 万国岂得衔杯
冰泮寒塘始绿 雨馀百草皆生
日色柘袍相似 不着红鸾扇遮
池北池南草绿 殿前殿后花红
筑城畏不坚 坚城在何处
莫叹筑城劳 将军要却敌
九月寒砧催下叶 十年征戍忆辽阳
白狼河北音书断 丹凤城南秋夜长
对酒近初节 开楼荡夜娇
石桥通小涧 竹路上青霄
竞理同心鬟 争持合欢扇
香传贾娘手 粉离何郎面
门外尘凝张乐榭 水边香灭按歌台
窗残夜月人何处 帘卷春风燕复来
愁人不寐畏枕席 暗虫唧唧绕我傍
荒城为村无更声 起看北斗天未明
不知潮水信 每日到沙头
乘晓南湖去 参差迭浪横
客土植危根 逢春犹不死
草木虽无情 因依尚可生
美人摘新英 步步玩春绿
所思杳何处 宛在吴江曲
仍嫌众里娇行疾 傍镫深藏白玉鞭
喷珠团香小桂条 玉鞭兼赐霍嫖姚
身年二八婿侍中 幼妹承恩兄尚主
绿窗珠箔绣鸳鸯 侍婢先焚百和香
蛾眉始约 罗袖初熏
歌齐曲韵 舞乱行分
来时父母知隔生 重着衣裳如送死
亦有白骨归咸阳 营家各与题本乡
不畏芳菲好 自缘离别啼
因风飘玉户 向日映金堤
掬翠香盈袖 看花忆故夫
叶齐谁复见 风暖恨偏孤
绮罗惊翡翠 暗粉妒芙蓉
云遍窗前见 荷翻镜里逢
花径无容迹 戎裘未下机
随风开又落 度日扫还飞
独怜倾国貌 不负早莺春
珠履荡花湿 龙钩折桂新
锦字行行苦 罗帷日日啼
岂知登陇远 只恨下机迷
肠为马嘶断 衣从泪滴斑
愁看塞上路 讵惜镜中颜
绣户流宵月 罗帷坐晓风
魂飞沙帐北 肠断玉关中
早惑阳城客 今悲华锦筵
从军人更远 投喜鹊空传
雁出居延北 人犹辽海西
向灯垂玉枕 对月洒金闺
不知愁发换 空见隐龙蟠
那惬红颜改 偏伤白日残
春花那见照 暮色已频欺
欲卷思君处 将啼裛泪时
思君常入梦 同鹊屡惊魂
孤寝红罗帐 双啼玉箸痕
披衣窥落月 拭泪待鸣鸡
不愤连年别 那堪长夜啼
万里终无信 一条徒自悬
分从珠露滴 愁见隙风牵
飞斜珠箔隔 语近画梁低
帷卷闲窥户 床空暗落泥
燕山云自合 胡塞草应青
铁马喧鼙鼓 蛾眉怨锦屏
只谙新别苦 忘却旧时娇
烽戍年将老 红颜日向凋
百战攻胡虏 三冬阻玉关
萧萧边马思 猎猎戍旗闲
妾久垂珠泪 君何惜马蹄
边风悲晓角 营月怨春鼙
自怜回雪影 好取洛川归
懒正鸳鸯被 羞褰玳瑁床
十年粉蠹生画梁 饥虫不食推碎黄
蕙花已老桃叶长 禁院悬帘隔御光
华夷今一贯 同贺圣明君
九陌祥烟合 千春瑞月明
小儿一伎竿头绝 天下传呼万岁声
紫陌酺归日欲斜 红尘开路薛王家
商女经过江欲暮 散抛残食饲神鸦
乱绳千结绊人深 越罗万丈表长寻
永丰西角荒园里 尽日无人属阿谁
一树衰残委泥土 双枝荣耀植天庭
人世死前唯有别 春风争拟惜长条
含烟惹雾每依依 万绪千条拂落晖
如今柳向空城绿 玉笛何人更把吹
烂熳春归水国时 吴王宫殿柳垂丝
伤心日暮烟霞起 无限春愁生翠眉
凝碧池边敛翠眉 景阳台下绾青丝
宿鹭眠洲非旧浦 去年沙觜是江心
蛮歌豆蔻北人愁 松雨蒲风夜艇秋
同郎一回顾 听唱纥那声
踏曲兴无穷 调同词不同
圣念长如此 何忧不太平
湛露浮尧酒 熏风起舜歌
五陵公子怜文彩 画与佳人刺绣衣
饮啄蓬山最上头 和烟飞下禁城秋
龙衔火树千灯艳 鸡踏莲花万岁春
帝宫三五戏春台 行雨流风莫妒来
薄薄淡霭弄野姿 寒绿幽泥生短丝
锦床晓卧玉肌冷 露脸未开对朝暝
井汲铅华水 扇织鸳鸯文
回雪舞凉殿 甘露洗空绿
傍檐虫缉丝 向壁灯垂花
檐外月光吐 帘中树影斜
月缀金铺光脉脉 凉苑虚庭空澹白
霜花飞飞风草草 翠锦斓斑满层道
圣明千岁乐 岁岁似今年
红裙明月夜 碧殿早秋时
酒里春容抱离恨 水中莲子怀芳心
吴公女儿腰似束 家在钱塘小江曲
不嚬复不语 红泪双双落
美人闭红烛 烛坐裁新锦
红潋荡融融 莺翁鸂鶒暖
萋芊小城路 马上修蛾懒
言是邯郸伎 不易邺城人
青苔竟埋骨 红粉自伤神
东至集壁西梁洋 问谁腰镰胡与羌
岂无蜀兵三千人 部领辛苦江山长
飞符超羽翼 禁火醮星辰
残药沾鸡犬 灵香出凤麟
海风吹折最繁枝 跪捧琼盘献天帝
华表千年鹤一归 凝丹为顶雪为衣
青编为我忽降书 暮雨虹霓一千尺
赤城门闭六丁直 晓日已烧东海色
朱楼云似盖 丹桂雪如花
水岸衔阶转 风条出柳斜
寒沙满曲浦 夕雾上邪溪
岸广凫飞急 云深雁度低
思君如明烛 煎心且衔泪
自君之出矣 明镜罢红妆
叶落商飙观 鸿归明月池
迎寒桂酒熟 含露菊花垂
新秋百虑净 独夜九愁深
枯蓬唯逐吹 坠叶不归林
看云方结阵 却月始连营
潜军度马邑 扬旆掩龙城
负扆延百辟 垂旒御九宾
肃肃皆鹓鹭 济济盛簪绅
系风终不得 脱屣欲安如
且珍纨素美 当与薜萝疏
既长六律 兼和五声
毕陈万舞 乃荐斯牲
至哉枢纽 宅中图大
气调四序 风和万籁
飨荐黄道 芬流紫辰
乃诚乃敬 载享载諲
律候新风 阳开初蛰
至德可飨 行潦斯挹
节物变柳 光风转蕙
瑶席降神 朱弦飨帝
文物棣棣 声名济济
六变有成 三登无体
咸长是祈 敬陈椒醑
博硕斯荐 笙镛备举
峰云暮起 景风晨扇
木槿初荣 含桃可荐
岁功既阜 庶类收成
万方静谧 九土和平
气肃霜严 林凋草劲
豺祭隼击 潦收川镜
珪币咸列 笙竽备举
苾苾兰羞 芬芬桂醑
次极阳乌 纪穷阴兔
火林散雪 阳泉凝冱
载絜牲牷 爰登俎豆
既高既远 无声无臭
永言配命 子孙保之
百神既洽 万国在兹
格于上下 聿遵诚敬
嘉乐斯登 鸣球以咏
乐以感灵 礼以昭事
粢盛咸絜 牲牷孔备
帝命斯祐 王业克昌
配天载德 就日重光
剪商德厚 封唐庆延
在姬犹稷 方晋逾宣
明明盛德 穆穆齐芬
藏用四履 屈道参分
四县载陈 三献斯止
笾豆撤荐 人祗介祉
荐享昭备 虔恭在兹
雍歌撤俎 祝嘏陈辞
驱传渭桥上 观兵细柳屯
夜宴经柏谷 朝游出杜原
沉沉蓬莱阁 日夕乡思多
霜剪凉阶蕙 风捎幽渚荷
龙运垂祉 昭符启圣
式事严禋 聿怀嘉庆
八簋盈和 六瑚登御
嘉稷匪歆 德馨斯饫
严配申虔 宗禋展敬
樽罍盈列 树羽交映
雾凝璇篚 风清金悬
神涤备全 明粢丰衍
大帝昭飨 群生展敬
礼备怀柔 功宣舞咏
凤管晨凝 云歌晓啭
肃事蘋藻 虔申桂奠
古今攸赖 是曰人天
耕斯帝籍 播厥公田
沐芳整弁 其仪式序
盛礼毕陈 嘉乐备举
包含日域 牢笼月竁
露絜三清 风调六变
礼以导神 乐以和性
黝牲在列 黄琮俯映
易从业惟简 得一道斯宁
具仪光玉帛 送舞变咸英
开元统纽 合大承规
九宫肃列 六典相仪
厚载以德 大亨以正
有涤斯牷 有馨斯盛
牲币具举 箫管备成
其礼惟肃 其德惟明
浮光随日度 漾影逐波深
回瞰周平野 开怀畅远襟
日光无落照 树影正中围
草萎看稍靡 叶燥望疑稀
色共梁珠远 光随赵璧圆
落影临秋扇 虚轮入夜弦
言是东方骑 来寻南陌车
靥星临夜烛 眉月隐轻纱
何言幽咽所 更作死生分
转蓬飞不息 悲松断更闻
俱裁七步咏 同倾三雅杯
色动迎春柳 花发犯寒梅
放旷山水情 留连文酒趣
夕烟起林兰 霜枝殒庭树
雅引发清音 丽藻穷雕饰
水结曲池冰 日暖平亭色
清论畅玄言 雅琴飞白雪
寒云暧落景 朔风凄暮节
飞毫列锦绣 拂素起龙鱼
凤举崩云绝 鸾惊游雾疏
既欣投辖赏 暂缓望乡情
爱景含霜晦 落照带风轻
清文振笔妙 高论写言泉
冻柳含风落 寒梅照日鲜
羁旅久淫滞 物色屡芳菲
稍觉私意尽 行看蓬鬓衰
调高时慷慨 曲变或凄清
征客怀离绪 邻人思旧情
待雪消金禁 衔花向玉墀
翅掩飞燕舞 啼恼婕妤悲
白云抱危石 玄猿挂迥条
悬崖激巨浪 脆叶陨惊飙
五明霜纨开羽扇 百和香车动画轮
婉娈夜分能几许 靓妆冶服为谁新
停梭且复留残纬 拂镜及早更新妆
彩凤齐驾初成辇 雕鹊填河已作梁
凌风宝扇遥临月 映水仙车远渡河
历历珠星疑拖佩 冉冉云衣似曳罗
重轩望不极 馀晖揽讵盈
镜华当牖照 钩影隔帘生
沧池流稍洁 仙掌露方清
雁声风处断 树影月中寒
白云飞夏雨 碧岭横春虹
草绿长杨路 花疏五柞宫
躞蹀依春涧 联翩度碧浔
苔流染丝络 水洁写雕簪
隐扇羞应惯 含情愁已多
轻啼湿红粉 微睇转横波
春草初生驰上苑 秋风欲动戏长杨
鸣珂屡度章台侧 细蹀经向濯龙傍
斜晖丽粉壁 清吹肃朱楼
高殿凝阴满 雕窗艳曲流
飘丝交殿网 乱滴起池沤
激溜分龙阙 斜飞洒凤楼
云楣将叶并 风牖送花来
月宫清晚桂 虹梁绚早梅
周醪忽同醉 牙弦乃共挥
油云澹寒色 落景霭霜霏
叶疏犹漏影 花少未流芳
风来闻肃肃 雾罢见苍苍
御沟分水声难绝 广宴当歌曲易终
兴言共伤千里道 俯迹聊示五情同
飘飘罗袜光天步 灼灼新妆鉴月辉
情催巧笑开星靥 不惜呈露解云衣
色带朝阳净 光涵雨露滋
且标宣德重 更引国恩施
戢翼雕笼际 延思彩霞端
慕侣朝声切 离群夜影寒
自怜回雪影 好取洛川归
懒整鸳鸯被 羞褰玳瑁床
综新交缕涩 经脆断丝多
衣香逐举袖 钏动应鸣梭
玉树阴初正 桐圭影未斜
翠盖飞圆彩 明镜发轻花
油云阴御道 膏雨润公田
陇麦沾逾翠 山花湿更然
波泛含风影 流摇防露枝
龙鳞漾嶰谷 凤翅拂涟漪
横空一鸟度 照水百花然
绿野明斜日 青山澹晚烟
竹开霜后翠 梅动雪前香
凫归初命侣 雁起欲分行
玉花停夜烛 金壶送晓筹
日晖青琐殿 霞生结绮楼
肆夏喧金奏 重润响朱弦
春光催柳色 日彩泛槐烟
寒流泛鹢首 霜吹响哀吟
潜鳞波里跃 水鸟浪前沉
子平一去何时返 仲叔长游遂不来
幽兰独夜清琴曲 桂树凌云浊酒杯
树树皆秋色 山山唯落晖
牧人驱犊返 猎马带禽归
日光随意落 河水任情流
礼乐囚姬旦 诗书缚孔丘
忽见黄花吐 方知素节回
映岩千段发 临浦万株开
有客谈名理 无人索地租
三男婚令族 五女嫁贤夫
江南飞暮雨 梁上下轻尘
冶服看疑画 妆台望似春
日照当轩影 风吹满路香
早时歌扇薄 今日舞衫长
长裙随凤管 促柱送鸾杯
云光身后荡 雪态掌中回
霏霏暮雨合 霭霭朝云生
危峰入鸟道 深谷写猿声
疑逐朝云去 翻随暮雨来
杂佩含风响 丛花隔扇开
波长泛淼淼 眺迥情依依
稍觉金乌转 渐见锦帆稀
大夫曾取姓 先生亦得名
高枝拂远雁 疏影度遥星
处士同杨郑 邦君谢李疆
讵知方拥彗 逢子敬惟桑
露叶疑涵玉 风花似散金
摘来还泛酒 独坐即徐斟
北去横桥道 西分清渭流
寒光向垄没 霜气入松楸
属车响流水 清笳转落梅
岭云盖道转 岩花映绶开
柳叶来眉上 桃花落脸红
拂尘开扇匣 卷帐却熏笼
以兹山水地 留连风月心
长榆落照尽 高柳暮蝉吟
水雾一边起 风林两岸秋
山阴黑断碛 月影素寒流
流霞席上满 回雪掌中飞
明月临歌扇 行云接舞衣
红树摇歌扇 绿珠飘舞衣
繁弦调对酒 杂引动思归
为许羁愁长下泪 那堪春色更伤心
惊鸟屡飞恒失侣 落花一去不归林
发迹来东道 长鸣起北风
回鞍拂桂白 赪汗类尘红
今日欢娱尽 何年风月同
悲生万里外 恨起一杯中
山远疑无树 潮平似不流
岸花开且落 江鸟没还浮
弥天俄若旧 初地岂成遥
酒蚁倾还泛 心猿躁似调
花笺一何荣 七字谁曾许
不下结绮阁 空迷江令语
深谷下寥廓 层岩上郁盘
飞梁架绝岭 栈道接危峦
忽见天山雪 还疑上苑春
玉痕垂粉泪 罗袂拂胡尘
地图罗四渎 天文载五潢
方流涵玉润 圆折动珠光
星文遥写汉 虹势尚凌虚
已授文成履 空题武骑书
因风时落砌 杂雨乍浮空
影照凤池水 香飘鸡树风
晓树流莺满 春堤芳草积
风光翻露文 雪华上空碧
涸浦落遵鸿 长飙送巢燕
千秋流夕景 万籁含宵唤
鲁幕飘欲卷 宛驷悲还顾
楚挽绕庐山 胡笳临武库
琴悲桂条上 笛怨柳花前
雾掩临妆月 风惊入鬓蝉
花明栖凤阁 珠散影娥池
飘素迎歌上 翻光向舞移
凄风移汉筑 流水入虞琴
云飞送断雁 月上净疏林
埃凝写邻镜 网结和扉鱼
银消风烛尽 珠灭夜轮虚
北里清音绝 南陔芳草残
远气犹标剑 浮云尚写冠
凤逐清箫远 鸾随幽镜沉
霜处华芙落 风前银烛侵
蔡女菱歌移锦缆 燕姬春望上琼钩
新妆漏影浮轻扇 冶袖飘香入浅流
相思在万里 明月正孤悬
影移金岫北 光断玉门前
五营屯北地 万乘出西河
单于拜玉玺 天子按雕戈
塞门风稍急 长城水正寒
雪暗鸣珂重 山长喷玉难
笳喧雁门北 阵翼龙城南
雕弓夜宛转 铁骑晓参驔
雪处疑花满 花边似雪回
因风入舞袖 杂粉向妆台
上舞双栖鸟 中秀合欢枝
劳思复劳望 相见不相知
北游君似智 南飞我异禽
别路琴声断 秋山猿鸟吟
相逢属晚岁 相送动征鞍
地咽绵川冷 云凝剑阁寒
桃源迷汉姓 松径有秦官
空谷归人少 青山背日寒
报恩为豪侠 死难在横行
翠羽装刀鞘 黄金饰马铃
关河别去水 沙寨断归肠
马系千年树 旌悬九月霜
莫辨啼猿树 徒看神女云
惊涛乱水脉 骤雨暗峰文
结翠成新幄 开江满故枝
风归花历乱 日度影参差
雪似胡沙暗 冰如汉月明
高阙银为阙 长城玉作城
肝肠辞玉辇 形影向金微
汉地草应绿 胡庭沙正飞
莺啼知岁隔 条变识春归
露叶凝愁黛 风花乱舞衣
缛彩遥分地 繁光远缀天
接汉疑星落 依楼似月悬
石径萦疑断 回流映似空
花开绿野雾 莺啭紫岩风
空梁无燕雀 古壁有丹青
槐落犹疑市 苔深不辨铭
园院风烟古 池台松槚春
云疑作赋客 月似听琴人
鸾沉仙镜底 花没梵轮前
铢衣千古佛 宝月两重圆
长裙随凤管 促柱送鸾杯
云光身后落 雪态掌中回
镜圆珠溜彻 弦满箭波长
沉钩摇兔影 浮桂动丹芳
人歌小岁酒 花舞大唐春
草色迷三径 风光动四邻
江前飞暮雨 梁上下轻尘
冶服看疑画 妆楼望似春
万里同为客 三秋契不凋
戏凫分断岸 归骑别高标
雾敛长安树 云归仙帝乡
涧流漂素沫 岩景霭朱光
霞明深浅浪 风卷去来云
澄波泛月影 激浪聚沙文
胡笳折杨柳 汉使采燕支
戍城聊一望 花雪几参差
已乘千里兴 还抚一弦琴
庭摇北风柳 院绕南溟禽
重广开环堵 至道轶金籝
盘薄依厚地 遥裔腾太清
百灵警朝禁 三辰扬旆旌
充庭富礼乐 高宴齿簪缨
羞闻拊背入 恨说舞腰轻
太常先已醉 刘君恒带酲
水光浮落照 霞彩淡轻烟
柳色迎三月 梅花隔二年
分庭接游士 虚馆待时英
高阁浮香出 长廊宝钏鸣
三星宿已会 四德婉而嫔
云光鬓里薄 月影扇中新
夜花飘露气 暗水急还流
雁行遥上月 虫声迥映秋
薄云向空尽 轻虹逐望斜
后窗临岸竹 前阶枕浦沙
玉辇终辞宴 瑶筐遂不开
野旷阴风积 川长思鸟来
德优宸念远 礼备国姻崇
万户声明发 三条骑吹通
管声依折柳 琴韵动流波
鹤盖分阴促 龙轩别念多
地叶苍梧野 途经紫聚城
重照掩寒色 晨飙断曙声
别馆分泾渭 归路指衡漳
关山通曙色 林籞遍春光
离襟怆睢苑 分途指邺城
丽日开芳甸 佳气积神京
离元应春夕 帝子降秋期
鸣瑜合清响 冠玉丽秾姿
飞云阁上春应至 明月楼中夜未央
凤辇迎风乘紫阁 鸾车避日转彤闱
礼盛亲迎晋 声芬出降齐
金龟开瑞钮 宝翟上仙袿
星光移杂珮 月彩荐重轮
龙旌翻地杪 凤管飏天滨
下濑波常急 回圻溜亦纡
毒流秦卒毙 泥粪汉田腴
风竿一眇邈 月树几裴回
翼向高标敛 声随下调哀
洛北风花树 江南彩画舟
荣生兰蕙草 春入凤凰楼
羽仗遥临鸾鹤驾 帷宫直坐凤麟洲
